UnderwrittenCoverID,PolicyID,TransactionMonth,IsVATRegistered,Citizenship,LegalType,Title,Language,Bank,AccountType,MaritalStatus,Gender,Country,Province,PostalCode,MainCrestaZone,SubCrestaZone,ItemType,mmcode,VehicleType,RegistrationYear,make,Model,Cylinders,cubiccapacity,kilowatts,bodytype,NumberOfDoors,VehicleIntroDate,CustomValueEstimate,AlarmImmobiliser,TrackingDevice,CapitalOutstanding,NewVehicle,WrittenOff,Rebuilt,Converted,CrossBorder,NumberOfVehiclesInFleet,SumInsured,TermFrequency,CalculatedPremiumPerTerm,ExcessSelected,CoverCategory,CoverType,CoverGroup,Section,Product,StatutoryClass,StatutoryRiskType,TotalPremium,TotalClaims,VehicleAge,LossRatio,PremiumRate,HasClaim,ClaimIndicator,Log_TotalPremium,Log_TotalClaims,Log_SumInsured,Log_CalculatedPremiumPerTerm
46212,4044,2015-06-01,False,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1982,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,4042080.0,Passenger Vehicle,2011,AUDI,A4 1.8T ATTRACTION (B8),4.0,1781.0,118.0,S/D,4.0,2008-08-01,,Yes,No,208800.0,,,,,,,7500.0,Monthly,4.5153,,Emergency Charges,Emergency Charges,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,0.0,0.0,4,,0.0006020399999999,0,0,0.0,0.0,8.922791623969637,1.7075260483248187
46222,4044,2014-08-01,False,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1982,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,4042080.0,Passenger Vehicle,2011,AUDI,A4 1.8T ATTRACTION (B8),4.0,1781.0,118.0,S/D,4.0,2008-08-01,,Yes,No,208800.0,,,,,,,208800.0,Monthly,891.8912,,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,0.0,0.0,3,,0.004271509578544,0,0,0.0,0.0,12.249136924251182,6.79446473694767
46222,4044,2014-10-01,False,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1982,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,4042080.0,Passenger Vehicle,2011,AUDI,A4 1.8T ATTRACTION (B8),4.0,1781.0,118.0,S/D,4.0,2008-08-01,,Yes,No,208800.0,,,,,,,208800.0,Monthly,891.8912,,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,0.0,0.0,3,,0.004271509578544,0,0,0.0,0.0,12.249136924251182,6.79446473694767
46222,4044,2014-12-01,False,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1982,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,4042080.0,Passenger Vehicle,2011,AUDI,A4 1.8T ATTRACTION (B8),4.0,1781.0,118.0,S/D,4.0,2008-08-01,,Yes,No,208800.0,,,,,,,208800.0,Monthly,891.8912,,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,0.0,0.0,3,,0.004271509578544,0,0,0.0,0.0,12.249136924251182,6.79446473694767
46222,4044,2015-03-01,False,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1982,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,4042080.0,Passenger Vehicle,2011,AUDI,A4 1.8T ATTRACTION (B8),4.0,1781.0,118.0,S/D,4.0,2008-08-01,,Yes,No,208800.0,,,,,,,208800.0,Monthly,891.8912,,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,0.0,0.0,4,,0.004271509578544,0,0,0.0,0.0,12.249136924251182,6.79446473694767
145249,12827,2015-01-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1459,Rand East,Rand East,Mobility - Motor,44069150.0,Passenger Vehicle,2004,MERCEDES-BENZ,E 240,6.0,2597.0,130.0,S/D,4.0,2002-06-01,119300.0,Yes,No,119300.0,,,,,,,0.01,Monthly,25.0,,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,1.414827391058,0.0,11,0.0,2499.999975,0,0,0.8816278108681831,0.0,0.009950330853168,3.258096538021482
145249,12827,2015-04-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1459,Rand East,Rand East,Mobility - Motor,44069150.0,Passenger Vehicle,2004,MERCEDES-BENZ,E 240,6.0,2597.0,130.0,S/D,4.0,2002-06-01,119300.0,Yes,No,119300.0,,,,,,,0.01,Monthly,25.0,,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,21.929824561403,0.0,11,0.0,2499.999975,0,0,3.1324384457896497,0.0,0.009950330853168,3.258096538021482
145249,12827,2015-06-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1459,Rand East,Rand East,Mobility - Motor,44069150.0,Passenger Vehicle,2004,MERCEDES-BENZ,E 240,6.0,2597.0,130.0,S/D,4.0,2002-06-01,119300.0,Yes,No,119300.0,,,,,,,0.01,Monthly,25.0,,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,15.350877192982,0.0,11,0.0,2499.999975,0,0,2.794281546851013,0.0,0.009950330853168,3.258096538021482
145249,12827,2015-08-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1459,Rand East,Rand East,Mobility - Motor,44069150.0,Passenger Vehicle,2004,MERCEDES-BENZ,E 240,6.0,2597.0,130.0,S/D,4.0,2002-06-01,119300.0,Yes,No,119300.0,,,,,,,0.01,Monthly,25.0,,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,0.0,0.0,11,,2499.999975,0,0,0.0,0.0,0.009950330853168,3.258096538021482
145244,12827,2015-02-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1459,Rand East,Rand East,Mobility - Motor,44069150.0,Passenger Vehicle,2004,MERCEDES-BENZ,E 240,6.0,2597.0,130.0,S/D,4.0,2002-06-01,119300.0,Yes,No,119300.0,,,,,,,5000.0,Monthly,2.3016,,Keys and Alarms,Keys and Alarms,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,2.018947368421,0.0,11,0.0,0.0004603199999999,0,0,1.1049082171249072,0.0,8.517393171418904,1.194407199456235
145255,12827,2015-02-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1459,Rand East,Rand East,Mobility - Motor,44069150.0,Passenger Vehicle,2004,MERCEDES-BENZ,E 240,6.0,2597.0,130.0,S/D,4.0,2002-06-01,119300.0,Yes,No,119300.0,,,,,,,119300.0,Monthly,584.6468,,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,512.848070175439,0.0,11,0.0,0.0049006437552388,0,0,6.24192763844554,0.0,11.68940499028055,6.372716877486613
127439,10874,2014-12-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1513,Rand East,Rand East,Mobility - Motor,64092300.0,Passenger Vehicle,2004,VOLKSWAGEN,TOUAREG 5.0 V10 TDI TIP,10.0,4921.0,230.0,SUV,5.0,2004-03-01,161000.0,Yes,No,161000.0,,False,False,False,,,0.01,Monthly,25.0,,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,14.148273910582,0.0,10,0.0,2499.999975,0,0,2.71788659216957,0.0,0.009950330853168,3.258096538021482
127439,10874,2015-03-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1513,Rand East,Rand East,Mobility - Motor,64092300.0,Passenger Vehicle,2004,VOLKSWAGEN,TOUAREG 5.0 V10 TDI TIP,10.0,4921.0,230.0,SUV,5.0,2004-03-01,161000.0,Yes,No,161000.0,,False,False,False,,,0.01,Monthly,25.0,,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,21.929824561403,0.0,11,0.0,2499.999975,0,0,3.1324384457896497,0.0,0.009950330853168,3.258096538021482
127439,10874,2015-05-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1513,Rand East,Rand East,Mobility - Motor,64092300.0,Passenger Vehicle,2004,VOLKSWAGEN,TOUAREG 5.0 V10 TDI TIP,10.0,4921.0,230.0,SUV,5.0,2004-03-01,161000.0,Yes,No,161000.0,,False,False,False,,,0.01,Monthly,25.0,,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,21.929824561403,0.0,11,0.0,2499.999975,0,0,3.1324384457896497,0.0,0.009950330853168,3.258096538021482
127439,10874,2015-07-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1513,Rand East,Rand East,Mobility - Motor,64092300.0,Passenger Vehicle,2004,VOLKSWAGEN,TOUAREG 5.0 V10 TDI TIP,10.0,4921.0,230.0,SUV,5.0,2004-03-01,161000.0,Yes,No,161000.0,,False,False,False,,,0.01,Monthly,25.0,,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,16.27051499717,0.0,11,0.0,2499.999975,0,0,2.849000712048076,0.0,0.009950330853168,3.258096538021482
127438,10874,2015-01-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1513,Rand East,Rand East,Mobility - Motor,64092300.0,Passenger Vehicle,2004,VOLKSWAGEN,TOUAREG 5.0 V10 TDI TIP,10.0,4921.0,230.0,SUV,5.0,2004-03-01,161000.0,Yes,No,161000.0,,False,False,False,,,161000.0,Monthly,134.1661,,Credit Protection,Credit Protection,Credit Protection,Credit Protection,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,117.689561403509,0.0,11,0.0,0.0008333298136645,0,0,4.776511356750347,0.0,11.989165855127435,4.906504392523453
127438,10874,2015-04-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1513,Rand East,Rand East,Mobility - Motor,64092300.0,Passenger Vehicle,2004,VOLKSWAGEN,TOUAREG 5.0 V10 TDI TIP,10.0,4921.0,230.0,SUV,5.0,2004-03-01,161000.0,Yes,No,161000.0,,False,False,False,,,161000.0,Monthly,134.1661,,Credit Protection,Credit Protection,Credit Protection,Credit Protection,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,117.689561403509,0.0,11,0.0,0.0008333298136645,0,0,4.776511356750347,0.0,11.989165855127435,4.906504392523453
127438,10874,2015-06-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1513,Rand East,Rand East,Mobility - Motor,64092300.0,Passenger Vehicle,2004,VOLKSWAGEN,TOUAREG 5.0 V10 TDI TIP,10.0,4921.0,230.0,SUV,5.0,2004-03-01,161000.0,Yes,No,161000.0,,False,False,False,,,161000.0,Monthly,134.1661,,Credit Protection,Credit Protection,Credit Protection,Credit Protection,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,117.689561403509,0.0,11,0.0,0.0008333298136645,0,0,4.776511356750347,0.0,11.989165855127435,4.906504392523453
127438,10874,2015-08-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1513,Rand East,Rand East,Mobility - Motor,64092300.0,Passenger Vehicle,2004,VOLKSWAGEN,TOUAREG 5.0 V10 TDI TIP,10.0,4921.0,230.0,SUV,5.0,2004-03-01,161000.0,Yes,No,161000.0,,False,False,False,,,161000.0,Monthly,134.1661,,Credit Protection,Credit Protection,Credit Protection,Credit Protection,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,0.0,0.0,11,,0.0008333298136645,0,0,0.0,0.0,11.989165855127435,4.906504392523453
127437,10874,2014-12-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1513,Rand East,Rand East,Mobility - Motor,64092300.0,Passenger Vehicle,2004,VOLKSWAGEN,TOUAREG 5.0 V10 TDI TIP,10.0,4921.0,230.0,SUV,5.0,2004-03-01,161000.0,Yes,No,161000.0,,False,False,False,,,500000.0,Monthly,66.1323,,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,37.426315789473,0.0,10,0.0,0.0001322645999999,0,0,3.6487425318955817,0.0,13.122365377402328,4.20666529924367
127437,10874,2015-05-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1513,Rand East,Rand East,Mobility - Motor,64092300.0,Passenger Vehicle,2004,VOLKSWAGEN,TOUAREG 5.0 V10 TDI TIP,10.0,4921.0,230.0,SUV,5.0,2004-03-01,161000.0,Yes,No,161000.0,,False,False,False,,,500000.0,Monthly,66.1323,,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,58.010789473684,0.0,11,0.0,0.0001322645999999,0,0,4.077720299621916,0.0,13.122365377402328,4.20666529924367
127437,10874,2015-07-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1513,Rand East,Rand East,Mobility - Motor,64092300.0,Passenger Vehicle,2004,VOLKSWAGEN,TOUAREG 5.0 V10 TDI TIP,10.0,4921.0,230.0,SUV,5.0,2004-03-01,161000.0,Yes,No,161000.0,,False,False,False,,,500000.0,Monthly,66.1323,,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,43.040263157895,0.0,11,0.0,0.0001322645999999,0,0,3.785104287265668,0.0,13.122365377402328,4.20666529924367
120090,10173,2015-02-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1619,Rand East,Rand East,Mobility - Motor,54057250.0,Passenger Vehicle,2004,RENAULT,SCENIC 1.9 dCi EXPRESSION,4.0,1870.0,75.0,MPV,5.0,2003-02-01,52700.0,Yes,No,52700.0,,,,,,,0.01,Monthly,25.0,,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,21.929824561403,0.0,11,0.0,2499.999975,0,0,3.1324384457896497,0.0,0.009950330853168,3.258096538021482
120087,10173,2015-02-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1619,Rand East,Rand East,Mobility - Motor,54057250.0,Passenger Vehicle,2004,RENAULT,SCENIC 1.9 dCi EXPRESSION,4.0,1870.0,75.0,MPV,5.0,2003-02-01,52700.0,Yes,No,52700.0,,,,,,,3500.0,Monthly,0.6815,,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,0.597807017543,0.0,11,0.0,0.0001947142857142,0,0,0.4686320750595393,0.0,8.160803920954665,0.5196862521981872
120096,10173,2014-12-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1619,Rand East,Rand East,Mobility - Motor,54057250.0,Passenger Vehicle,2004,RENAULT,SCENIC 1.9 dCi EXPRESSION,4.0,1870.0,75.0,MPV,5.0,2003-02-01,52700.0,Yes,No,52700.0,,,,,,,52700.0,Monthly,527.2059,,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,462.461315789474,0.0,10,0.0,0.0100039070208728,0,0,6.138722920442957,0.0,10.872389709681492,6.269486169812007
120096,10173,2015-03-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1619,Rand East,Rand East,Mobility - Motor,54057250.0,Passenger Vehicle,2004,RENAULT,SCENIC 1.9 dCi EXPRESSION,4.0,1870.0,75.0,MPV,5.0,2003-02-01,52700.0,Yes,No,52700.0,,,,,,,52700.0,Monthly,527.2059,,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,462.461315789474,0.0,11,0.0,0.0100039070208728,0,0,6.138722920442957,0.0,10.872389709681492,6.269486169812007
120096,10173,2015-05-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1619,Rand East,Rand East,Mobility - Motor,54057250.0,Passenger Vehicle,2004,RENAULT,SCENIC 1.9 dCi EXPRESSION,4.0,1870.0,75.0,MPV,5.0,2003-02-01,52700.0,Yes,No,52700.0,,,,,,,52700.0,Monthly,527.2059,,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,462.461315789474,0.0,11,0.0,0.0100039070208728,0,0,6.138722920442957,0.0,10.872389709681492,6.269486169812007
120096,10173,2015-07-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1619,Rand East,Rand East,Mobility - Motor,54057250.0,Passenger Vehicle,2004,RENAULT,SCENIC 1.9 dCi EXPRESSION,4.0,1870.0,75.0,MPV,5.0,2003-02-01,52700.0,Yes,No,52700.0,,,,,,,52700.0,Monthly,527.2059,,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,462.461315789474,0.0,11,0.0,0.0100039070208728,0,0,6.138722920442957,0.0,10.872389709681492,6.269486169812007
120088,10173,2015-02-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1619,Rand East,Rand East,Mobility - Motor,54057250.0,Passenger Vehicle,2004,RENAULT,SCENIC 1.9 dCi EXPRESSION,4.0,1870.0,75.0,MPV,5.0,2003-02-01,52700.0,Yes,No,52700.0,,,,,,,500000.0,Monthly,34.0756,,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,29.890877192982,0.0,11,0.0,6.815119999999999e-05,0,0,3.4304609038397578,0.0,13.122365377402328,3.557505732043213
82062,7174,2015-02-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,0.01,Monthly,25.0,,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,21.929824561403,0.0,9,0.0,2499.999975,0,0,3.1324384457896497,0.0,0.009950330853168,3.258096538021482
82057,7174,2014-11-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,5000.0,Monthly,2.3676,,Keys and Alarms,Keys and Alarms,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,2.076842105263,0.0,8,0.0,0.0004735199999999,0,0,1.123903780516608,0.0,8.517393171418904,1.214200324481372
82057,7174,2015-01-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,5000.0,Monthly,2.3676,,Keys and Alarms,Keys and Alarms,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,2.076842105263,0.0,9,0.0,0.0004735199999999,0,0,1.123903780516608,0.0,8.517393171418904,1.214200324481372
82057,7174,2015-04-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,5000.0,Monthly,2.3676,,Keys and Alarms,Keys and Alarms,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,2.076842105263,0.0,9,0.0,0.0004735199999999,0,0,1.123903780516608,0.0,8.517393171418904,1.214200324481372
82057,7174,2015-06-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,5000.0,Monthly,2.3676,,Keys and Alarms,Keys and Alarms,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,2.076842105263,0.0,9,0.0,0.0004735199999999,0,0,1.123903780516608,0.0,8.517393171418904,1.214200324481372
82057,7174,2015-08-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,5000.0,Monthly,2.3676,,Keys and Alarms,Keys and Alarms,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,2.076842105263,0.0,9,0.0,0.0004735199999999,0,0,1.123903780516608,0.0,8.517393171418904,1.214200324481372
82068,7174,2014-11-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,127300.0,Monthly,478.3807,,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,419.632192982456,0.0,8,0.0,0.0037579002356637,0,0,6.0417588009540095,0.0,11.754309639974188,6.172495062533228
82068,7174,2015-01-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,127300.0,Monthly,478.3807,,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,419.632192982456,0.0,9,0.0,0.0037579002356637,0,0,6.0417588009540095,0.0,11.754309639974188,6.172495062533228
82068,7174,2015-04-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,127300.0,Monthly,478.3807,,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,419.632192982456,0.0,9,0.0,0.0037579002356637,0,0,6.0417588009540095,0.0,11.754309639974188,6.172495062533228
82068,7174,2015-06-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,127300.0,Monthly,478.3807,,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,419.632192982456,0.0,9,0.0,0.0037579002356637,0,0,6.0417588009540095,0.0,11.754309639974188,6.172495062533228
82068,7174,2015-08-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,127300.0,Monthly,478.3807,,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,419.632192982456,0.0,9,0.0,0.0037579002356637,0,0,6.0417588009540095,0.0,11.754309639974188,6.172495062533228
82060,7174,2014-11-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,500000.0,Monthly,59.1894,,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,51.920526315789,0.0,8,0.0,0.0001183787999999,0,0,3.968791284695957,0.0,13.122365377402328,4.0974962570767
82060,7174,2015-01-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,500000.0,Monthly,59.1894,,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,51.920526315789,0.0,9,0.0,0.0001183787999999,0,0,3.968791284695957,0.0,13.122365377402328,4.0974962570767
82060,7174,2015-04-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1625,Rand East,Rand East,Mobility - Motor,22089200.0,Passenger Vehicle,2006,FORD,TERRITORY 4.0i GHIA AWD A/T,6.0,3984.0,182.0,SUV,5.0,2005-06-01,,Yes,No,127300.0,,,,,,,500000.0,Monthly,59.1894,,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,51.920526315789,0.0,9,0.0,0.0001183787999999,0,0,3.968791284695957,0.0,13.122365377402328,4.0974962570767
